FirstName,LastName,DisplayName,UserPrincipalName,SamAccountName,Email,Department,Title,Office,Company,Country,City,State,PostalCode,StreetAddress,TelephoneNumber,Mobile,EmployeeID,Manager,Description,Created,LastLogon,PasswordLastSet,AccountExpires,Locked,PwdNeverExpires,proxyAddresses,mailNickname,userAccountControl,employeeType,initials,titleCode,homeDirectory,homeDrive,scriptPath,profilePath,lastBadPasswordAttempt,badPwdCount,msExchHideFromAddressLists,extensionAttribute1,extensionAttribute2,extensionAttribute3
Gabriela,Ortiz,Gabriela Ortiz,gortiz@contoso.com,gortiz,gortiz@contoso.com,Support,Administrator,Branch West,Contoso,Spanien,Álava,Las Palmas,02431,Paseo Hipólito Jiménez 2 Puerta 9 ,+34 721320238,+34 712155697,78830,john.doe@contoso.com,Administrator in Support,2023-10-06 16:41:07,2024-06-30 16:41:07,2023-10-11 16:41:07,,False,False,SMTP:gortiz@contoso.com;smtp:gabriela.ortiz@alias.contoso.com,gortiz,512,Intern,GO,TC219,\\fileserver\home\gortiz,H:,logon.bat,\\server\profiles\gortiz,2024-05-03 16:41:07,6,True,deserunt,error,dignissimos
Edmundo,Real,Edmundo Real,ereal@phinit.com,ereal,ereal@phinit.com,Sales,Administrator,HQ,PhinIT,Spanien,Lugo,Navarra,33333,Plaza Nazario Simó 71 Piso 0 ,+34 964 41 84 00,+34 977 240 103,82693,jane.smith@phinit.com,Administrator in Sales,2024-02-28 17:11:07,2024-11-04 17:11:07,2024-03-04 17:11:07,,True,False,SMTP:ereal@phinit.com;smtp:edmundo.real@alias.phinit.com,ereal,544,Permanent,ER,TC938,\\fileserver\home\ereal,H:,logon.bat,\\server\profiles\ereal,2024-09-16 17:11:07,0,True,voluptatem,eum,sapiente
Piedad,Balaguer,Piedad Balaguer,pbalaguer@psscripts.com,pbalaguer,pbalaguer@psscripts.com,Support,Specialist,Branch West,PSscripts,Spanien,Lleida,Cáceres,79491,Calle Pastor Trujillo 8 Piso 9 ,+34726 502 477,+34 736 660 390,86633,jane.smith@psscripts.com,Specialist in Support,2024-04-27 23:09:53,2025-04-10 23:09:53,2024-05-02 23:09:53,,False,True,SMTP:pbalaguer@psscripts.com;smtp:piedad.balaguer@alias.psscripts.com,pbalaguer,512,Permanent,PB,TC460,\\fileserver\home\pbalaguer,H:,logon.bat,\\server\profiles\pbalaguer,2025-03-26 23:09:53,8,True,modi,earum,quibusdam
César,Linares,César Linares,clinares@phscripts.com,clinares,clinares@phscripts.com,Finance,Manager,HQ,PHscripts,Spanien,Murcia,Girona,54278,Avenida León Guillén 84 Piso 7 ,+34701 76 60 93,+34 705 405 085,71384,jane.smith@phscripts.com,Manager in Finance,2023-07-15 00:23:12,2024-06-18 00:23:12,2023-07-20 00:23:12,,False,False,SMTP:clinares@phscripts.com;smtp:césar.linares@alias.phscripts.com,clinares,544,Intern,CL,TC928,\\fileserver\home\clinares,H:,logon.bat,\\server\profiles\clinares,2024-05-31 00:23:12,2,True,error,unde,excepturi
Ulises,Gallo,Ulises Gallo,ugallo@contoso.com,ugallo,ugallo@contoso.com,Marketing,Engineer,Regional Office,Contoso,Spanien,Segovia,Ciudad,08037,Rambla de Kike Barreda 600 Piso 4 ,+34 710107072,+34989 26 91 73,60290,max.mustermann@contoso.com,Engineer in Marketing,2023-07-01 21:32:05,2023-11-20 21:32:05,2023-07-06 21:32:05,,True,True,SMTP:ugallo@contoso.com;smtp:ulises.gallo@alias.contoso.com,ugallo,512,Permanent,UG,TC136,\\fileserver\home\ugallo,H:,logon.bat,\\server\profiles\ugallo,2023-09-24 21:32:05,3,False,nostrum,voluptatum,magnam
Adán,Vidal,Adán Vidal,avidal@phinit.com,avidal,avidal@phinit.com,Support,Specialist,Remote,PhinIT,Spanien,Melilla,Jaén,97011,Avenida Eutimio Dalmau 53 Apt. 25 ,+34727405355,+34 666 56 69 97,62146,jane.smith@phinit.com,Specialist in Support,2023-12-11 14:33:54,2024-06-07 14:33:54,2023-12-16 14:33:54,,False,True,SMTP:avidal@phinit.com;smtp:adán.vidal@alias.phinit.com,avidal,544,Intern,AV,TC642,\\fileserver\home\avidal,H:,logon.bat,\\server\profiles\avidal,2024-04-30 14:33:54,2,True,culpa,modi,nihil
Carlito,Ayuso,Carlito Ayuso,cayuso@psscripts.com,cayuso,cayuso@psscripts.com,IT,Administrator,Branch West,PSscripts,Spanien,Castellón,Zaragoza,98853,Acceso de Olalla Calderón 534 Apt. 69 ,+34 732458368,+34 741 485 639,85144,john.doe@psscripts.com,Administrator in IT,2023-12-09 08:19:56,2024-02-28 08:19:56,2023-12-14 08:19:56,,True,True,SMTP:cayuso@psscripts.com;smtp:carlito.ayuso@alias.psscripts.com,cayuso,514,Contractor,CA,TC607,\\fileserver\home\cayuso,H:,logon.bat,\\server\profiles\cayuso,2024-01-06 08:19:56,6,True,rerum,totam,tenetur
Salud,Estrada,Salud Estrada,sestrada@phscripts.com,sestrada,sestrada@phscripts.com,IT,Specialist,HQ,PHscripts,Spanien,Vizcaya,Teruel,08085,Avenida de Reina Cisneros 9 Puerta 5 ,+34 711 294 825,+34 831103732,53350,jane.smith@phscripts.com,Specialist in IT,2023-09-06 15:03:42,2024-03-24 15:03:42,2023-09-11 15:03:42,,False,False,SMTP:sestrada@phscripts.com;smtp:salud.estrada@alias.phscripts.com,sestrada,514,Intern,SE,TC644,\\fileserver\home\sestrada,H:,logon.bat,\\server\profiles\sestrada,2024-03-18 15:03:42,3,False,repellendus,veritatis,cumque
Ángel,Campos,Ángel Campos,ácampos@contoso.com,ácampos,ácampos@contoso.com,IT,Analyst,Regional Office,Contoso,Spanien,Burgos,Madrid,24208,Urbanización Nicolasa Farré 247,+34735280574,+34 743 844 072,58978,jane.smith@contoso.com,Analyst in IT,2023-12-11 01:31:56,2024-12-07 01:31:56,2023-12-16 01:31:56,,True,True,SMTP:ácampos@contoso.com;smtp:ángel.campos@alias.contoso.com,ácampos,512,Permanent,ÁC,TC703,\\fileserver\home\ácampos,H:,logon.bat,\\server\profiles\ácampos,2024-11-23 01:31:56,4,False,eius,libero,necessitatibus
Dionisio,Molins,Dionisio Molins,dmolins@phinit.com,dmolins,dmolins@phinit.com,HR,Administrator,Branch West,PhinIT,Spanien,Barcelona,Cáceres,58791,Cuesta Jose Carlos Dávila 370,+34 807781775,+34 883 218 753,95069,jane.smith@phinit.com,Administrator in HR,2023-12-02 04:15:42,2024-02-15 04:15:42,2023-12-07 04:15:42,,True,True,SMTP:dmolins@phinit.com;smtp:dionisio.molins@alias.phinit.com,dmolins,512,Permanent,DM,TC139,\\fileserver\home\dmolins,H:,logon.bat,\\server\profiles\dmolins,2024-01-16 04:15:42,3,True,nobis,facere,amet
Fanny,Mendez,Fanny Mendez,fmendez@psscripts.com,fmendez,fmendez@psscripts.com,Support,Engineer,HQ,PSscripts,Spanien,Córdoba,Ourense,85046,Pasaje de Roldán Angulo 26 Apt. 20 ,+34 737 485 658,+34749923336,21601,john.doe@psscripts.com,Engineer in Support,2024-06-01 05:59:24,2025-06-07 05:59:24,2024-06-06 05:59:24,,True,True,SMTP:fmendez@psscripts.com;smtp:fanny.mendez@alias.psscripts.com,fmendez,544,Intern,FM,TC345,\\fileserver\home\fmendez,H:,logon.bat,\\server\profiles\fmendez,2025-05-26 05:59:24,3,True,quam,eos,excepturi
Jessica,Escalona,Jessica Escalona,jescalona@phscripts.com,jescalona,jescalona@phscripts.com,HR,Specialist,HQ,PHscripts,Spanien,Huesca,Lugo,08173,C. Claudio Martorell 3,+34739 542 301,+34676 242 029,27397,max.mustermann@phscripts.com,Specialist in HR,2024-05-25 13:53:09,2024-06-26 13:53:09,2024-05-30 13:53:09,,True,False,SMTP:jescalona@phscripts.com;smtp:jessica.escalona@alias.phscripts.com,jescalona,544,Contractor,JE,TC862,\\fileserver\home\jescalona,H:,logon.bat,\\server\profiles\jescalona,2024-06-08 13:53:09,3,True,et,cumque,nostrum
Dalila,Cornejo,Dalila Cornejo,dcornejo@contoso.com,dcornejo,dcornejo@contoso.com,Sales,Analyst,HQ,Contoso,Spanien,Huelva,Jaén,23902,Callejón Matías Robledo 8 Apt. 78 ,+34 634 01 73 28,+34746478070,24298,max.mustermann@contoso.com,Analyst in Sales,2023-10-08 11:59:33,2024-08-16 11:59:33,2023-10-13 11:59:33,,True,True,SMTP:dcornejo@contoso.com;smtp:dalila.cornejo@alias.contoso.com,dcornejo,514,Contractor,DC,TC304,\\fileserver\home\dcornejo,H:,logon.bat,\\server\profiles\dcornejo,2024-06-27 11:59:33,1,True,perferendis,vitae,animi
Tobiasz,Znojek,Tobiasz Znojek,tznojek@phinit.com,tznojek,tznojek@phinit.com,IT,Consultant,Regional Office,PhinIT,Polen,Lubartów,,32-599,ul. Rynek 403,+48 578 318 114,32 309 88 75,21910,max.mustermann@phinit.com,Consultant in IT,2023-11-13 13:04:36,2024-07-21 13:04:36,2023-11-18 13:04:36,,True,True,SMTP:tznojek@phinit.com;smtp:tobiasz.znojek@alias.phinit.com,tznojek,544,Contractor,TZ,TC407,\\fileserver\home\tznojek,H:,logon.bat,\\server\profiles\tznojek,2024-07-02 13:04:36,4,True,pytać,razem,średni
Damian,Stąpor,Damian Stąpor,dstąpor@psscripts.com,dstąpor,dstąpor@psscripts.com,IT,Manager,HQ,PSscripts,Polen,Biała Podlaska,,56-486,aleja Towarowa 990,+48 533 710 144,+48 881 451 468,31706,max.mustermann@psscripts.com,Manager in IT,2024-03-23 19:46:40,2024-07-05 19:46:40,2024-03-28 19:46:40,,True,True,SMTP:dstąpor@psscripts.com;smtp:damian.stąpor@alias.psscripts.com,dstąpor,514,Permanent,DS,TC605,\\fileserver\home\dstąpor,H:,logon.bat,\\server\profiles\dstąpor,2024-06-27 19:46:40,3,False,zając,wujek,jutro
Mariusz,Pikor,Mariusz Pikor,mpikor@phscripts.com,mpikor,mpikor@phscripts.com,Sales,Administrator,Regional Office,PHscripts,Polen,Oświęcim,,22-715,ulica Sawickiej 17,+48 733 810 835,+48 889 504 345,25404,max.mustermann@phscripts.com,Administrator in Sales,2024-05-25 04:22:44,2025-02-15 04:22:44,2024-05-30 04:22:44,,False,True,SMTP:mpikor@phscripts.com;smtp:mariusz.pikor@alias.phscripts.com,mpikor,544,Intern,MP,TC304,\\fileserver\home\mpikor,H:,logon.bat,\\server\profiles\mpikor,2025-02-05 04:22:44,1,True,sowa,dwanaście,Ziemia
Błażej,Politowicz,Błażej Politowicz,bpolitowicz@contoso.com,bpolitowicz,bpolitowicz@contoso.com,Support,Consultant,Remote,Contoso,Polen,Jarosław,,58-005,aleja Agrestowa 887,+48 511 102 258,+48 32 409 67 64,13287,john.doe@contoso.com,Consultant in Support,2023-12-11 04:04:33,2024-03-17 04:04:33,2023-12-16 04:04:33,,True,False,SMTP:bpolitowicz@contoso.com;smtp:błażej.politowicz@alias.contoso.com,bpolitowicz,514,Permanent,BP,TC962,\\fileserver\home\bpolitowicz,H:,logon.bat,\\server\profiles\bpolitowicz,2024-01-30 04:04:33,7,True,ludzki,dzieło,oglądać
Melania,Albin,Melania Albin,malbin@phinit.com,malbin,malbin@phinit.com,Marketing,Specialist,Remote,PhinIT,Polen,Radomsko,,22-641,plac Traugutta 57,+48 32 881 96 28,+48 22 403 00 45,33408,john.doe@phinit.com,Specialist in Marketing,2024-05-16 23:45:57,2025-04-08 23:45:57,2024-05-21 23:45:57,,True,True,SMTP:malbin@phinit.com;smtp:melania.albin@alias.phinit.com,malbin,512,Permanent,MA,TC143,\\fileserver\home\malbin,H:,logon.bat,\\server\profiles\malbin,2025-04-02 23:45:57,2,True,Szwecja,tablica,piąty
Artur,Palak,Artur Palak,apalak@psscripts.com,apalak,apalak@psscripts.com,Finance,Administrator,Branch East,PSscripts,Polen,Żyrardów,,21-677,ul. Mostowa 08,574 880 207,+48 883 152 661,41833,jane.smith@psscripts.com,Administrator in Finance,2023-10-04 05:38:33,2023-11-06 05:38:33,2023-10-09 05:38:33,,False,False,SMTP:apalak@psscripts.com;smtp:artur.palak@alias.psscripts.com,apalak,512,Contractor,AP,TC851,\\fileserver\home\apalak,H:,logon.bat,\\server\profiles\apalak,2023-10-05 05:38:33,9,False,dziewczynka,drogi,skład
Wojciech,Wyrwich,Wojciech Wyrwich,wwyrwich@phscripts.com,wwyrwich,wwyrwich@phscripts.com,Finance,Specialist,Regional Office,PHscripts,Polen,Zambrów,,87-875,ul. Lawendowa 81,+48 519 798 639,+48 665 862 275,35999,john.doe@phscripts.com,Specialist in Finance,2023-10-23 13:23:00,2024-06-07 13:23:00,2023-10-28 13:23:00,,True,True,SMTP:wwyrwich@phscripts.com;smtp:wojciech.wyrwich@alias.phscripts.com,wwyrwich,514,Permanent,WW,TC870,\\fileserver\home\wwyrwich,H:,logon.bat,\\server\profiles\wwyrwich,2024-04-14 13:23:00,2,True,wróg,grzech,podobny
Grzegorz,Krzyśko,Grzegorz Krzyśko,gkrzyśko@contoso.com,gkrzyśko,gkrzyśko@contoso.com,HR,Analyst,Branch West,Contoso,Polen,Oświęcim,,01-549,pl. Narutowicza 24,883 987 879,+48 786 265 177,90544,john.doe@contoso.com,Analyst in HR,2024-01-15 15:46:03,2024-02-22 15:46:03,2024-01-20 15:46:03,,False,False,SMTP:gkrzyśko@contoso.com;smtp:grzegorz.krzyśko@alias.contoso.com,gkrzyśko,512,Contractor,GK,TC613,\\fileserver\home\gkrzyśko,H:,logon.bat,\\server\profiles\gkrzyśko,2024-02-10 15:46:03,1,False,wokół,więcej,odcinek
Kacper,Wyroślak,Kacper Wyroślak,kwyroślak@phinit.com,kwyroślak,kwyroślak@phinit.com,IT,Consultant,Regional Office,PhinIT,Polen,Pruszków,,47-628,ul. Pogodna 46,+48 608 227 539,+48 723 389 529,99768,jane.smith@phinit.com,Consultant in IT,2023-10-16 01:32:28,2024-11-06 01:32:28,2023-10-21 01:32:28,,False,True,SMTP:kwyroślak@phinit.com;smtp:kacper.wyroślak@alias.phinit.com,kwyroślak,514,Intern,KW,TC996,\\fileserver\home\kwyroślak,H:,logon.bat,\\server\profiles\kwyroślak,2024-10-30 01:32:28,7,True,kurwa,narząd,włoski
Kornelia,Samulak,Kornelia Samulak,ksamulak@psscripts.com,ksamulak,ksamulak@psscripts.com,IT,Consultant,Branch East,PSscripts,Polen,Radom,,73-261,aleja Konopnickiej 00/24,609 732 725,578 376 711,67945,jane.smith@psscripts.com,Consultant in IT,2024-01-26 21:56:29,2024-12-16 21:56:29,2024-01-31 21:56:29,,False,True,SMTP:ksamulak@psscripts.com;smtp:kornelia.samulak@alias.psscripts.com,ksamulak,544,Contractor,KS,TC264,\\fileserver\home\ksamulak,H:,logon.bat,\\server\profiles\ksamulak,2024-11-27 21:56:29,10,True,związany,prostytutka,więcej
Leonard,Trepczyk,Leonard Trepczyk,ltrepczyk@phscripts.com,ltrepczyk,ltrepczyk@phscripts.com,Finance,Analyst,Branch West,PHscripts,Polen,Ostrołęka,,10-280,ulica Bukowa 46/13,794 737 865,+48 799 816 418,49907,jane.smith@phscripts.com,Analyst in Finance,2023-10-13 11:40:10,2023-12-06 11:40:10,2023-10-18 11:40:10,,True,False,SMTP:ltrepczyk@phscripts.com;smtp:leonard.trepczyk@alias.phscripts.com,ltrepczyk,544,Contractor,LT,TC217,\\fileserver\home\ltrepczyk,H:,logon.bat,\\server\profiles\ltrepczyk,2023-12-04 11:40:10,6,True,zniszczyć,przedstawienie,dziewczynka
Ernest,Tabisz,Ernest Tabisz,etabisz@contoso.com,etabisz,etabisz@contoso.com,Marketing,Manager,Branch East,Contoso,Polen,Łódź,,99-750,aleja Kaliska 73/20,576 301 221,733 739 125,23191,max.mustermann@contoso.com,Manager in Marketing,2024-02-11 11:37:33,2024-08-14 11:37:33,2024-02-16 11:37:33,,True,False,SMTP:etabisz@contoso.com;smtp:ernest.tabisz@alias.contoso.com,etabisz,512,Intern,ET,TC464,\\fileserver\home\etabisz,H:,logon.bat,\\server\profiles\etabisz,2024-07-08 11:37:33,4,True,nieprzyjemny,proszę,piwo
Adam,Makles,Adam Makles,amakles@phinit.com,amakles,amakles@phinit.com,Marketing,Consultant,Regional Office,PhinIT,Polen,Turek,,77-061,ulica Rybacka 62,+48 22 052 17 07,728 924 726,37337,john.doe@phinit.com,Consultant in Marketing,2023-10-22 16:19:31,2024-03-15 16:19:31,2023-10-27 16:19:31,,False,False,SMTP:amakles@phinit.com;smtp:adam.makles@alias.phinit.com,amakles,514,Intern,AM,TC333,\\fileserver\home\amakles,H:,logon.bat,\\server\profiles\amakles,2024-01-30 16:19:31,0,False,także,podczas,zaraz
Jakub,Dyjach,Jakub Dyjach,jdyjach@psscripts.com,jdyjach,jdyjach@psscripts.com,Finance,Manager,Branch East,PSscripts,Polen,Płock,,28-487,plac Długosza 10/23,+48 32 536 46 44,793 977 159,80504,jane.smith@psscripts.com,Manager in Finance,2023-09-20 06:24:01,2024-07-22 06:24:01,2023-09-25 06:24:01,,False,True,SMTP:jdyjach@psscripts.com;smtp:jakub.dyjach@alias.psscripts.com,jdyjach,512,Permanent,JD,TC100,\\fileserver\home\jdyjach,H:,logon.bat,\\server\profiles\jdyjach,2024-05-29 06:24:01,8,False,wspólny,nadmierny,obóz
Adrian,Strawa,Adrian Strawa,astrawa@phscripts.com,astrawa,astrawa@phscripts.com,HR,Manager,Branch West,PHscripts,Polen,Stalowa Wola,,49-990,pl. Krokusowa 97/42,+48 600 585 209,882 199 681,95110,jane.smith@phscripts.com,Manager in HR,2024-04-08 12:33:08,2025-02-25 12:33:08,2024-04-13 12:33:08,,False,True,SMTP:astrawa@phscripts.com;smtp:adrian.strawa@alias.phscripts.com,astrawa,514,Intern,AS,TC251,\\fileserver\home\astrawa,H:,logon.bat,\\server\profiles\astrawa,2025-02-14 12:33:08,10,True,bank,nagły,dać
Albert,Patyna,Albert Patyna,apatyna@contoso.com,apatyna,apatyna@contoso.com,Sales,Administrator,Regional Office,Contoso,Polen,Grudziądz,,07-560,al. Cisowa 54,506 010 566,780 812 361,57389,jane.smith@contoso.com,Administrator in Sales,2023-11-29 10:15:27,2024-06-04 10:15:27,2023-12-04 10:15:27,,True,False,SMTP:apatyna@contoso.com;smtp:albert.patyna@alias.contoso.com,apatyna,544,Permanent,AP,TC626,\\fileserver\home\apatyna,H:,logon.bat,\\server\profiles\apatyna,2024-05-04 10:15:27,1,False,naukowiec,chiński,sprawiać
Tomasz,Rompa,Tomasz Rompa,trompa@phinit.com,trompa,trompa@phinit.com,Marketing,Consultant,Branch West,PhinIT,Polen,Świebodzice,,08-099,ul. Zwycięstwa 38,691 367 007,694 129 558,30742,max.mustermann@phinit.com,Consultant in Marketing,2023-12-01 13:37:03,2024-12-12 13:37:03,2023-12-06 13:37:03,,True,True,SMTP:trompa@phinit.com;smtp:tomasz.rompa@alias.phinit.com,trompa,512,Intern,TR,TC684,\\fileserver\home\trompa,H:,logon.bat,\\server\profiles\trompa,2024-10-16 13:37:03,5,True,powolny,podnosić,wnętrze
Dorota,Dycha,Dorota Dycha,ddycha@psscripts.com,ddycha,ddycha@psscripts.com,Marketing,Manager,HQ,PSscripts,Polen,Reda,,19-891,ulica Ogrodowa 62,781 740 916,515 524 949,56702,max.mustermann@psscripts.com,Manager in Marketing,2024-03-25 02:57:38,2025-02-19 02:57:38,2024-03-30 02:57:38,,False,True,SMTP:ddycha@psscripts.com;smtp:dorota.dycha@alias.psscripts.com,ddycha,512,Permanent,DD,TC225,\\fileserver\home\ddycha,H:,logon.bat,\\server\profiles\ddycha,2025-01-15 02:57:38,9,True,służba,kula,przód
Krystyna,Bazela,Krystyna Bazela,kbazela@phscripts.com,kbazela,kbazela@phscripts.com,Finance,Analyst,Remote,PHscripts,Polen,Białystok,,91-984,pl. Piwna 54,739 682 488,795 539 900,50493,max.mustermann@phscripts.com,Analyst in Finance,2024-05-11 09:42:45,2025-04-18 09:42:45,2024-05-16 09:42:45,,True,False,SMTP:kbazela@phscripts.com;smtp:krystyna.bazela@alias.phscripts.com,kbazela,544,Permanent,KB,TC434,\\fileserver\home\kbazela,H:,logon.bat,\\server\profiles\kbazela,2025-02-28 09:42:45,2,False,drzewo,twarz,urząd
Nataniel,Kotlarek,Nataniel Kotlarek,nkotlarek@contoso.com,nkotlarek,nkotlarek@contoso.com,HR,Analyst,Branch East,Contoso,Polen,Sanok,,40-322,aleja Dąbrowskiego 62,+48 668 549 027,535 203 544,72205,john.doe@contoso.com,Analyst in HR,2023-11-16 13:48:30,2024-12-01 13:48:30,2023-11-21 13:48:30,,True,False,SMTP:nkotlarek@contoso.com;smtp:nataniel.kotlarek@alias.contoso.com,nkotlarek,544,Contractor,NK,TC942,\\fileserver\home\nkotlarek,H:,logon.bat,\\server\profiles\nkotlarek,2024-10-27 13:48:30,9,False,100,ale,dzięki
宁,卢,宁 卢,宁卢@phinit.com,宁卢,宁卢@phinit.com,IT,Consultant,Regional Office,PhinIT,China,桂香市,,853503,龙街g座,13215418282,13493707563,57780,john.doe@phinit.com,Consultant in IT,2024-03-26 22:16:50,2024-07-03 22:16:50,2024-03-31 22:16:50,,True,True,SMTP:宁卢@phinit.com;smtp:宁.卢@alias.phinit.com,宁卢,544,Intern,宁卢,TC846,\\fileserver\home\宁卢,H:,logon.bat,\\server\profiles\宁卢,2024-05-21 22:16:50,10,True,主题,留言,来自
阳,温,阳 温,阳温@psscripts.com,阳温,阳温@psscripts.com,Finance,Specialist,Regional Office,PSscripts,China,坤市,,357269,阜新街J座,18976626663,13188814551,41683,jane.smith@psscripts.com,Specialist in Finance,2024-02-26 11:32:38,2024-08-07 11:32:38,2024-03-02 11:32:38,,True,True,SMTP:阳温@psscripts.com;smtp:阳.温@alias.psscripts.com,阳温,544,Permanent,阳温,TC823,\\fileserver\home\阳温,H:,logon.bat,\\server\profiles\阳温,2024-08-06 11:32:38,2,True,拥有,报告,经验
敏,陈,敏 陈,敏陈@phscripts.com,敏陈,敏陈@phscripts.com,Support,Administrator,Branch East,PHscripts,China,拉萨市,,797923,邯郸路u座,18669726111,18812986038,10152,jane.smith@phscripts.com,Administrator in Support,2023-12-03 03:18:50,2024-10-29 03:18:50,2023-12-08 03:18:50,,True,False,SMTP:敏陈@phscripts.com;smtp:敏.陈@alias.phscripts.com,敏陈,544,Contractor,敏陈,TC658,\\fileserver\home\敏陈,H:,logon.bat,\\server\profiles\敏陈,2024-10-10 03:18:50,5,False,推荐,加入,比较
柳,王,柳 王,柳王@contoso.com,柳王,柳王@contoso.com,Support,Engineer,HQ,Contoso,China,淑英县,,507951,田路X座,15641134099,13706558479,31823,john.doe@contoso.com,Engineer in Support,2023-12-20 15:37:10,2024-07-19 15:37:10,2023-12-25 15:37:10,,True,True,SMTP:柳王@contoso.com;smtp:柳.王@alias.contoso.com,柳王,514,Contractor,柳王,TC184,\\fileserver\home\柳王,H:,logon.bat,\\server\profiles\柳王,2024-05-25 15:37:10,5,True,孩子,一次,行业
玉珍,田,玉珍 田,玉田@phinit.com,玉田,玉田@phinit.com,Finance,Manager,Branch West,PhinIT,China,北镇县,,573558,北京街m座,15349670576,14733183560,25622,john.doe@phinit.com,Manager in Finance,2023-09-20 14:41:17,2023-12-04 14:41:17,2023-09-25 14:41:17,,True,True,SMTP:玉田@phinit.com;smtp:玉珍.田@alias.phinit.com,玉田,544,Contractor,玉田,TC723,\\fileserver\home\玉田,H:,logon.bat,\\server\profiles\玉田,2023-10-19 14:41:17,10,True,建设,发布,就是
娜,杨,娜 杨,娜杨@psscripts.com,娜杨,娜杨@psscripts.com,IT,Administrator,Regional Office,PSscripts,China,斌县,,720971,安街L座,15310635390,13142181520,78965,jane.smith@psscripts.com,Administrator in IT,2023-06-26 19:15:02,2023-11-24 19:15:02,2023-07-01 19:15:02,,True,True,SMTP:娜杨@psscripts.com;smtp:娜.杨@alias.psscripts.com,娜杨,514,Contractor,娜杨,TC217,\\fileserver\home\娜杨,H:,logon.bat,\\server\profiles\娜杨,2023-10-26 19:15:02,5,False,市场,你的,等级
建军,刘,建军 刘,建刘@phscripts.com,建刘,建刘@phscripts.com,Support,Specialist,Branch West,PHscripts,China,丹丹市,,385844,合山路r座,14719110295,15980993633,17075,max.mustermann@phscripts.com,Specialist in Support,2024-02-13 00:40:32,2024-06-15 00:40:32,2024-02-18 00:40:32,,False,True,SMTP:建刘@phscripts.com;smtp:建军.刘@alias.phscripts.com,建刘,514,Contractor,建刘,TC939,\\fileserver\home\建刘,H:,logon.bat,\\server\profiles\建刘,2024-06-05 00:40:32,2,True,业务,这样,产品
想,傅,想 傅,想傅@contoso.com,想傅,想傅@contoso.com,Support,Manager,Branch West,Contoso,China,杭州市,,710295,昆明街F座,15857604068,13590644447,24853,john.doe@contoso.com,Manager in Support,2024-03-29 11:23:48,2024-06-10 11:23:48,2024-04-03 11:23:48,,False,True,SMTP:想傅@contoso.com;smtp:想.傅@alias.contoso.com,想傅,514,Intern,想傅,TC491,\\fileserver\home\想傅,H:,logon.bat,\\server\profiles\想傅,2024-05-31 11:23:48,9,False,以上,功能,这样
云,田,云 田,云田@phinit.com,云田,云田@phinit.com,IT,Manager,Branch East,PhinIT,China,浩县,,259326,文街D座,13239834119,18666867516,11061,john.doe@phinit.com,Manager in IT,2023-11-04 18:42:13,2024-05-20 18:42:13,2023-11-09 18:42:13,,True,True,SMTP:云田@phinit.com;smtp:云.田@alias.phinit.com,云田,514,Permanent,云田,TC123,\\fileserver\home\云田,H:,logon.bat,\\server\profiles\云田,2024-04-09 18:42:13,9,True,人民,搜索,当然
冬梅,张,冬梅 张,冬张@psscripts.com,冬张,冬张@psscripts.com,Sales,Engineer,Branch East,PSscripts,China,南京县,,795461,阜新路V座,15796347089,14716003407,72208,jane.smith@psscripts.com,Engineer in Sales,2023-07-15 14:35:40,2023-12-22 14:35:40,2023-07-20 14:35:40,,True,True,SMTP:冬张@psscripts.com;smtp:冬梅.张@alias.psscripts.com,冬张,512,Intern,冬张,TC457,\\fileserver\home\冬张,H:,logon.bat,\\server\profiles\冬张,2023-12-09 14:35:40,7,False,一种,用户,这是
利,王,利 王,利王@phscripts.com,利王,利王@phscripts.com,Marketing,Specialist,Branch East,PHscripts,China,丹丹县,,483240,惠州街L座,15548897937,18705132150,36452,john.doe@phscripts.com,Specialist in Marketing,2023-09-17 08:50:13,2023-12-14 08:50:13,2023-09-22 08:50:13,,False,False,SMTP:利王@phscripts.com;smtp:利.王@alias.phscripts.com,利王,514,Contractor,利王,TC816,\\fileserver\home\利王,H:,logon.bat,\\server\profiles\利王,2023-10-17 08:50:13,7,False,作为,不是,其中
雷,陈,雷 陈,雷陈@contoso.com,雷陈,雷陈@contoso.com,Sales,Administrator,Branch West,Contoso,China,大冶县,,319738,赵街h座,18110843683,13772261998,45146,john.doe@contoso.com,Administrator in Sales,2024-01-10 03:01:34,2024-12-03 03:01:34,2024-01-15 03:01:34,,False,False,SMTP:雷陈@contoso.com;smtp:雷.陈@alias.contoso.com,雷陈,544,Contractor,雷陈,TC112,\\fileserver\home\雷陈,H:,logon.bat,\\server\profiles\雷陈,2024-11-18 03:01:34,0,False,业务,标题,图片
明,孟,明 孟,明孟@phinit.com,明孟,明孟@phinit.com,Finance,Manager,Branch West,PhinIT,China,西安市,,262163,范街x座,15205935586,15731956270,16572,john.doe@phinit.com,Manager in Finance,2024-06-05 00:51:57,2025-02-09 00:51:57,2024-06-10 00:51:57,,False,True,SMTP:明孟@phinit.com;smtp:明.孟@alias.phinit.com,明孟,544,Contractor,明孟,TC656,\\fileserver\home\明孟,H:,logon.bat,\\server\profiles\明孟,2025-02-02 00:51:57,1,True,一定,部分,社会
